NP,tag,group,count,polarity,pair
패션,o,['패션'],115,"[0, 1, -1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 0, -1, 0, 1, 1]","['과감한_패션', '독특한_패션', '아찔한_패션', '화려한_패션', '화사_패션', '상큼한_패션', '세련된_패션', '없는_패션', '사랑스러운_패션', '섹시한_패션', '편안한_패션', '깔끔한_패션', '내추럴한_패션', '깜찍한_패션', '가능한_패션', '스타일리시한_패션', '유니크한_패션', '과감_패션', '다양한_패션', '난해한_패션', '트렌디한_패션', '펑키한_패션', '완성한_패션', '가득한_패션', '사랑하는_패션', '받은_패션', '반한_패션', '장악한_패션', '개성있는_패션', '수수한_패션', '시크한_패션', '시원한_패션', '완벽한_패션', '속시원한_패션', '화사한_패션', '돋보이는_패션', '유명한_패션', '댄디한_패션', '진정한_패션', '못하는_패션', '톡톡 튀는_패션', '특별한_패션', '어울리는_패션', '고풍스러운_패션', '키치한_패션', '추워_패션', '놀라_패션', '단정한_패션', '멋스러운_패션']"
입담,o,['기타'],114,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","['유쾌한_입담', '시원시원한_입담', '솔직한_입담', '거침없는_입담', '거침없고 솔직한_입담', '화려한_입담', '센스있는_입담', '솔직_입담', '털털한_입담', '사랑하는_입담', '가득한_입담', '사랑스러운_입담', '당찬_입담', '솔직담백한_입담', '없는_입담', '시원한_입담', '재치있는_입담', '화사_입담', '인정하는_입담', '자유분방한_입담', '생생한_입담']"
비트,o,['음악'],108,"[1, 1, 0, 1, -1, 1, 1, 1, 1]","['그루비한_비트', '트렌디한_비트', '통통 튀는_비트', '드라마틱한_비트', '살벌한_비트', '멋스러운_비트', '리드미컬한_비트', '희망_비트', '세련된_비트']"
포토,o,['사진'],108,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['포토_화사', '포토_감탄', '포토_선보였', '포토_설렘', '포토_화려한', '포토_사로잡았', '포토_훈훈한', '포토_감미로운', '포토_신나는', '포토_파워풀한', '포토_반가운', '포토_시크한', '포토_사랑스러운', '포토_완벽한', '포토_화사한', '포토_사랑', '포토_감미롭', '포토_시원한', '포토_섹시한', '포토_깜찍한', '포토_망설임', '포토_완전', '포토_강렬하', '포토_압도', '포토_훈훈함', '포토_멋지', '포토_빛나는', '포토_즐겨', '포토_선보이는', '포토_웃을', '포토_여유로운', '포토_사로잡', '포토_돋보이는', '포토_달콤하', '포토_다정한', '포토_사로잡는']"
안무,o,['안무'],105,"[1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1]","['파워풀한_안무', '화려한_안무', '힘든_안무', '경쾌한_안무', '시원시원한_안무', '없는_안무', '독특한_안무', '우아한_안무', '가장 좋아하는_안무', '트렌디한_안무', '사랑스러운_안무', '달콤한_안무', '돋보이는_안무', '더한_안무', '뽐내_안무', '깜찍한_안무', '강탈하는_안무', '돋보인_안무', '좋아하는_안무', '발랄한_안무', '즐기_안무', '섹시한_안무', '통통 튀는_안무', '출중한_안무']"
열정,o,['기타'],105,"[1, 0, 0, 1, -1, 0, 1, 1, 1, 1, 0, -1, 1, 1, 0]","['열정_가득한', '열정_드러냈', '열정_느껴지는', '열정_돋보이는', '열정_과시', '열정_폭발하는', '열정_노력', '열정_과시했', '열정_칭찬하는', '열정_행복', '열정_굳은', '열정_잃지', '열정_감동', '열정_대단하신', '열정_아우르는']"
활약,o,['기타'],105,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['활약_기대된다', '활약_돋보였다', '활약_뽐낸', '활약_선보일지', '활약_기대되는', '활약_기대', '활약_돋보인', '활약_풍성하게 채웠', '활약_자랑했', '활약_기대하게 만들', '활약_대단한', '활약_빛나는', '활약_초월한', '활약_독특하', '활약_더하', '활약_인정하', '활약_인정받', '활약_두드러지는', '활약_자랑한', '활약_끌었', '활약_높아', '활약_완성', '활약_신선하다', '활약_밝은', '활약_대단하다', '활약_뚜렷']"
음색,o,['가창력'],105,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['음색_트렌디한', '음색_뽐내', '음색_사랑스러운', '음색_자랑했', '음색_자랑한', '음색_깔끔한', '음색_탄탄한', '음색_어울리는', '음색_선보였', '음색_섬세한', '음색_돋보이는', '음색_이루', '음색_깊은', '음색_어우러지는', '음색_과시했', '음색_뽐낸', '음색_자랑할', '음색_뽐내는', '음색_선사할', '음색_극찬했', '음색_예쁨', '음색_돋보인', '음색_좋아해', '음색_능력']"
목소리,o,['기타'],104,"[1, 1, -1, 1, 1, 1, 0, 1, 0, -1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]","['목소리_높였', '목소리_감미로운', '목소리_느끼함', '목소리_돋보이는', '목소리_좋다', '목소리_좋아해', '목소리_높다', '목소리_선사하는', '목소리_미니멀한', '목소리_잃을', '목소리_돋보인', '목소리_높아지는', '목소리_더했', '목소리_크다', '목소리_무궁무진한', '목소리_뽐내', '목소리_밝은', '목소리_매력있', '목소리_없어', '목소리_예쁨', '목소리_높이는', '목소리_드러냈', '목소리_가능', '목소리_더하', '목소리_극찬했', '목소리_어울리는', '목소리_아우르는', '목소리_더한', '목소리_높이', '목소리_명확한', '목소리_반하', '목소리_예쁘네', '목소리_거절', '목소리_받는', '목소리_칭찬했', '목소리_이루', '목소리_아니다', '목소리_좋아하는', '목소리_답답한', '목소리_소울풀한', '목소리_섬세한', '목소리_사랑하는', '목소리_극대화시키']"
라인업,o,['기타'],99,"[1, 0, 1, -1, 1, 1, 0, 1, 1]","['화려한_라인업', '없는_라인업', '탄탄한_라인업', '막강_라인업', '막강한_라인업', '풍성한_라인업', '아우르는_라인업', '가능한_라인업', '극찬한_라인업']"
소년미,o,['분위기'],97,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","['풋풋한_소년미', '천진난만한_소년미', '가득한_소년미', '없는_소년미', '순수한_소년미', '빛나는_소년미', '깨끗한_소년미', '싱그러운_소년미', '돋보이는_소년미', '청량함_소년미', '폭발하는_소년미']"
근황,o,['이벤트'],97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1]","['반가운_근황', '밝은_근황', '러블리한_근황', '유쾌한_근황', '가득한_근황', '여유로운_근황', '돋보이는_근황', '상큼한_근황', '사랑스러운_근황', '발랄한_근황', '화사_근황', '훈훈한_근황', '받은_근황', '건강한_근황', '시크한_근황', '빛나는_근황', '청순한_근황', '즐기는_근황', '건강_근황', '다정한_근황', '뽐내는_근황', '폭발하는_근황', '물씬 풍기는_근황', '감사_근황', '웃픈_근황', '변신한_근황', '깜찍한_근황', '화사한_근황', '코믹한_근황', '섹시한_근황', '우아한_근황', '못한_근황', '행복한_근황', '멋있어_근황', '아니다_근황', '화려한_근황']"
얼굴,o,['얼굴'],95,"[0, 1, -1, 1, 0, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","['작은_얼굴', '반가운_얼굴', '못한_얼굴', '밝은_얼굴', '없는_얼굴', '승리_얼굴', '깜찍한_얼굴', '웃는_얼굴', '숨막히는_얼굴', '수수한_얼굴', '어울리는_얼굴', '가장 어울리는_얼굴', '무례한_얼굴', '신선한_얼굴', '화사_얼굴', '완성_얼굴', '이기_얼굴', '완벽한_얼굴', '행복한_얼굴', '익숙한_얼굴', '선한_얼굴', '조그마한_얼굴', '거의 없는_얼굴', '풋풋한_얼굴']"
성적,o,['기타'],95,"[1, 0, 1, 1, 0, 0, 0, 1, -1, 1, -1, 1]","['좋은_성적', '유의미한_성적', '우수한_성적', '훌륭한_성적', '가장 높은_성적', '놀라_성적', '높은_성적', '걸출한_성적', '부진한_성적', '만족스러운_성적', '살벌한_성적', '두드러지는_성적']"
자신감,o,['기타'],95,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1]","['자신감_드러냈', '자신감_역동적으로 표현한', '자신감_없는', '자신감_강조했', '자신감_많아진', '자신감_여유', '자신감_가득한', '자신감_희망', '자신감_중요', '자신감_돋보인', '자신감_대단한', '자신감_완전', '자신감_잃었다', '자신감_빛나는']"
콘셉트,o,['기타'],95,"[1, 1, 1, 1, -1, 0, 1, 0, 1, 1, 1, -1, 1, 1, 1, 0, 0]","['콘셉트_완성', '콘셉트_선보일지', '콘셉트_톡톡 튀는', '콘셉트_선보였', '콘셉트_아니', '콘셉트_없음', '콘셉트_사로잡았', '콘셉트_없는', '콘셉트_확실', '콘셉트_노력할', '콘셉트_청순한', '콘셉트_힘들', '콘셉트_기대', '콘셉트_다양하', '콘셉트_완벽하게 소화했', '콘셉트_드러냈', '콘셉트_없네']"
화보,o,['사진'],94,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 0, -1, 1, 1, 1]","['돋보이는_화보', '완벽한_화보', '화사_화보', '과감한_화보', '없겠_화보', '없어_화보', '아름다움_화보', '다양한_화보', '좋아해_화보', '반한_화보', '많은_화보', '우아한_화보', '뽐낸_화보', '없는_화보', '예쁨_화보', '뛰어넘는_화보', '행복해_화보', '좋아지는_화보', '사랑스러움_화보', '귀여워_화보', '개성있는_화보', '완성한_화보', '다정한_화보', '맑은_화보', '없다_화보', '설레_화보', '힘들_화보', '좋은_화보', '없네_화보', '과감하_화보', '즐기_화보', '섹시하_화보', '아름답다_화보', '성숙하_화보', '좋다_화보', '많아_화보', '화려함_화보', '멋있다_화보', '여리_화보', '고급스럽_화보', '솔직하_화보', '변신한_화보', '걱정_화보', '따뜻한_화보', '화려한_화보', '설레는_화보']"
각선미,o,['몸매'],93,"[1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, -1, 1, 1, 1]","['늘씬한_각선미', '아찔한_각선미', '없는_각선미', '섹시한_각선미', '뽐낸_각선미', '이기_각선미', '탄탄한_각선미', '완벽한_각선미', '우월한_각선미', '시원한_각선미', '얇은_각선미', '돋보이는_각선미', '화사_각선미', '놀라_각선미', '섹시_각선미', '없네_각선미', '숨막히는_각선미', '추워_각선미', '날씬한_각선미', '사로잡는_각선미', '뺨치는_각선미']"
눈빛,o,['표정'],93,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['눈빛_뽐내', '눈빛_자아냈', '눈빛_높이', '눈빛_압도하', '눈빛_자아내', '눈빛_드러냈', '눈빛_돋보이는', '눈빛_사로잡는', '눈빛_우아한', '눈빛_압도하는', '눈빛_아름답다', '눈빛_선보였', '눈빛_선보이는', '눈빛_과시했', '눈빛_귀여워', '눈빛_새롭', '눈빛_한층 성숙해진', '눈빛_자랑', '눈빛_뽐내고 있는', '눈빛_강렬하', '눈빛_성숙', '눈빛_웃는', '눈빛_시크한', '눈빛_건강', '눈빛_따뜻', '눈빛_사랑스러운', '눈빛_자랑했', '눈빛_사로잡았', '눈빛_화려한', '눈빛_매력있', '눈빛_완성했', '눈빛_자랑하는', '눈빛_섹시']"
미소,o,['표정'],91,"[1, 1, 1, 0, 1, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['미소_자아냈', '미소_사로잡는', '미소_사랑', '미소_드러냈', '미소_돋보였다', '미소_훈훈함', '미소_잃지', '미소_선보였', '미소_귀여워', '미소_다양한', '미소_수줍은', '미소_훈훈한', '미소_멋지네', '미소_심쿵', '미소_가득한', '미소_뽐낸', '미소_좋아', '미소_날렵한', '미소_상큼', '미소_자아내는']"
안무,o,['안무'],91,"[1, 1, -1, 1, 0, 1, 1, 1, 0, 1, 1, 1, -1]","['안무_선보였', '안무_완벽하게 소화해내', '안무_틀리', '안무_가능하', '안무_더할', '안무_완벽하게 소화했', '안무_섹시한', '안무_선보이는', '안무_통통 튀는', '안무_유명한', '안무_파워풀한', '안무_추천했', '안무_힘들']"
칼군무,o,['안무'],91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","['칼군무_선보였', '칼군무_자랑하', '칼군무_뽐내', '칼군무_중요한', '칼군무_자아냈', '칼군무_사로잡을', '칼군무_선사한', '칼군무_선보이는', '칼군무_자랑했', '칼군무_끌었', '칼군무_돋보인', '칼군무_돋보이는', '칼군무_아니', '칼군무_사로잡았']"
자태,o,['기타'],90,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","['우아한_자태', '섹시한_자태', '화려한_자태', '러블리한_자태', '가득한_자태', '늘씬한_자태', '요염한_자태', '사랑스러운_자태', '뽐낸_자태', '훈훈한_자태', '뺨치는_자태', '설레게 하는_자태', '우아_자태', '단아한_자태', '아찔한_자태', '선보이는_자태', '세련된_자태', '늠름한_자태', '럭셔리한_자태', '빛나는_자태', '없는_자태', '우월한_자태', '폭발하는_자태', '상큼한_자태', '섹시_자태', '신비로운_자태', '글래머러스한_자태', '과감한_자태', '즐기는_자태']"
사진,o,['사진'],90,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, 0, 0, 1]","['화사_사진', '귀여워_사진', '가득한_사진', '돋보이는_사진', '다양한_사진', '받은_사진', '우아한_사진', '자아내는_사진', '받는_사진', '승리_사진', '코믹한_사진', '통통 튀는_사진', '화려한_사진', '자랑하는_사진', '돋는_사진', '그리워하는_사진', '완벽한_사진', '뽐낸_사진', '깜찍한_사진', '어색한_사진', '못한_사진', '수많은_사진', '좋아하는_사진', '다정한_사진', '없는_사진', '작은_사진', '많은_사진', '즐기는_사진']"
콘셉트 소화력,o,['퍼포먼스'],89,"[0, 1, 1, 1, 1, 1, 0, 1]","['없는_콘셉트 소화력', '폭넓은_콘셉트 소화력', '장악_콘셉트 소화력', '완벽한_콘셉트 소화력', '다양한_콘셉트 소화력', '어마무시한_콘셉트 소화력', '놀라_콘셉트 소화력', '탁월한_콘셉트 소화력']"
친분,o,['사회성'],89,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, -1, 0]","['친분_자랑했', '친분_과시했', '친분_드러냈', '친분_없는', '친분_자랑한', '친분_없다', '친분_훈훈함', '친분_밝히', '친분_과시한', '친분_전혀 없는', '친분_자랑하', '친분_뽐내', '친분_깊은', '친분_과시', '친분_받은']"
패션,o,['패션'],88,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","['패션_선보였', '패션_완벽한', '패션_완성', '패션_사로잡는', '패션_자랑했', '패션_완성한', '패션_사로잡았', '패션_자랑하', '패션_완벽하게 소화했', '패션_돋보인', '패션_받은', '패션_아니', '패션_뽐내고 있는', '패션_뽐내', '패션_당당하', '패션_고수', '패션_어울리는', '패션_레트로한', '패션_뽐내는', '패션_세련된', '패션_아파', '패션_사랑하', '패션_흥미롭', '패션_완벽', '패션_끌었', '패션_강인한', '패션_편안함', '패션_화려하', '패션_빛나는', '패션_자랑', '패션_심쿵', '패션_선보이는', '패션_완성하', '패션_추워']"
라이브 실력,o,['가창력'],87,"[1, 0, 1]","['완벽한_라이브 실력', '없는_라이브 실력', '탄탄한_라이브 실력']"
조화,o,['팀워크'],87,"[1, 1, 1, 1, 1, 1]","['조화_이루는', '조화_이루', '조화_돋보이는', '조화_자랑한', '조화_강렬하', '조화_돋보였다']"
아우라,o,['분위기'],87,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","['아우라_자랑해 보였', '아우라_뽐낸', '아우라_없네', '아우라_자아냈', '아우라_과시했', '아우라_뽐내', '아우라_자랑했', '아우라_섹시한', '아우라_사로잡았', '아우라_느껴지는', '아우라_강하다', '아우라_우아한', '아우라_멋있', '아우라_선보였', '아우라_비추', '아우라_돋보인', '아우라_드러냈', '아우라_자랑하는', '아우라_청순한', '아우라_돋보이는', '아우라_자랑한', '아우라_칭찬하는', '아우라_미묘한', '아우라_독특한', '아우라_중요']"
사진,o,['사진'],86,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 0, 0, 1, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","['사진_화사', '사진_소중해', '사진_끌었', '사진_사랑', '사진_드러냈', '사진_선보였', '사진_사랑스러운', '사진_사로잡았', '사진_승리', '사진_신나는', '사진_자랑하', '사진_죽이지', '사진_재조명되', '사진_놀라', '사진_완벽', '사진_상승', '사진_섹시', '사진_아니', '사진_압도', '사진_빛나는', '사진_상큼', '사진_섹시한', '사진_자랑', '사진_또렷한', '사진_사로잡는', '사진_심려', '사진_예쁨', '사진_뽐내', '사진_멋있다', '사진_자아냈', '사진_축하하']"
가창력,o,['가창력'],85,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['가창력_돋보이는', '가창력_인정받았', '가창력_유창한', '가창력_인정받', '가창력_사랑스럽', '가창력_뽐내', '가창력_자랑했', '가창력_자랑', '가창력_높였', '가창력_뽐내는', '가창력_자랑하', '가창력_자랑하는', '가창력_드러냈', '가창력_깊은', '가창력_선보였', '가창력_과시했', '가창력_파워풀한', '가창력_인정받은', '가창력_뽐낸', '가창력_완성', '가창력_어마어마하', '가창력_신나는', '가창력_과시하', '가창력_선사할', '가창력_더욱 돋보이게', '가창력_선보였던']"
